,INSTNM,WEBADDR,DISAURL
97,University of Northern Colorado,https://www.unco.edu/sitemap.xml,https://www.unco.edu/disability-support-services/sitemap.xml
98,Pikes Peak State College,https://www.pikespeak.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.pikespeak.edu/student-support/accessibility-services/sitemap.xml: 404 Client Error: Not Found for url: https://www.pikespeak.edu/student-support/accessibility-services/sitemap.xml
99,Pueblo Community College,An error occurred while accessing sitemap of https://www.pueblocc.edu/sitemap.xml: 404 Client Error: Not Found for url: https://pueblocc.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.pueblocc.edu/Disability-Resources/sitemap.xml: 404 Client Error: Not Found for url: https://pueblocc.edu/Disability-Resources/sitemap.xml
100,Red Rocks Community College,https://www.rrcc.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.rrcc.edu/accessibility-services/sitemap.xml: 404 Client Error: Not Found for url: https://www.rrcc.edu/accessibility-services/sitemap.xml
101,Colorado State University Pueblo,https://www.csupueblo.edu/sitemap.xml,https://www.csupueblo.edu/disability-resource-and-support-center/index.html/sitemap.xml
102,Trinidad State College,https://www.trinidadstate.edu/sitemap.xml,https://www.trinidadstate.edu/students/disability.html/sitemap.xml
103,United States Air Force Academy,https://www.usafa.edu/sitemap.xml,"An error occurred while accessing sitemap of http://www.academyadmissions.com is not a valid website/sitemap.xml: HTTPConnectionPool(host='www.academyadmissions.com%20is%20not%20a%20valid%20website', port=80): Max retries exceeded with url: /sitemap.xml (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x108ddb350>: Failed to resolve 'www.academyadmissions.com%20is%20not%20a%20valid%20website' ([Errno 8] nodename nor servname provided, or not known)""))"
104,Western Colorado University,https://www.western.edu/sitemap.xml,An error occurred while accessing sitemap of https://western.edu/academics/academic-resource-center/disability-services/sitemap.xml: 404 Client Error: Not Found for url: https://western.edu/academics/academic-resource-center/disability-services/sitemap.xml
105,Central Connecticut State University,https://www.ccsu.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.ccsu.edu/accessibility/sitemap.xml: 404 Client Error: Not Found for url: https://www.ccsu.edu/accessibility/sitemap.xml
106,Charter Oak State College,https://www.charteroak.edu/sitemap.xml,https://www.charteroak.edu/current/services/accessibility.php/sitemap.xml
107,University of Connecticut,https://uconn.edu/sitemap.xml,https://csd.uconn.edu/sitemap.xml
108,Eastern Connecticut State University,https://www.easternct.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.easternct.edu/accessability/sitemap.xml: 404 Client Error: Not Found for url: https://www.easternct.edu/accessability/sitemap.xml
109,Southern Connecticut State University,https://www.southernct.edu/sitemap.xml,An error occurred while accessing sitemap of https://southernct.edu/student-life/support/drc/index.html/sitemap.xml: 404 Client Error: Not Found for url: https://www.southernct.edu/student-life/support/drc/index.html/sitemap.xml
110,United States Coast Guard Academy,https://www.uscga.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.dcms.uscg.mil/Our-Organization/Assistant-Commandant-for-Human-Resources-CG-1 is not a valid website./sitemap.xml: 403 Client Error: Forbidden for url: https://www.dcms.uscg.mil/Our-Organization/Assistant-Commandant-for-Human-Resources-CG-1%20is%20not%20a%20valid%20website./sitemap.xml
111,Western Connecticut State University,"An error occurred while accessing sitemap of https://www.wcsu.edu is not a valid website./sitemap.xml: HTTPSConnectionPool(host='www.wcsu.edu%20is%20not%20a%20valid%20website.', port=443): Max retries exceeded with url: /sitemap.xml (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x108eb4a50>: Failed to resolve 'www.wcsu.edu%20is%20not%20a%20valid%20website' ([Errno 8] nodename nor servname provided, or not known)""))",An error occurred while accessing sitemap of http://www.wcsu.edu/accessability is not a valid website/sitemap.xml: 403 Client Error: Forbidden for url: http://www.wcsu.edu/accessability%20is%20not%20a%20valid%20website/sitemap.xml
112,Delaware Technical Community College-Terry,https://www.dtcc.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.dtcc.edu/student-resources/learning-support/disability-services/sitemap.xml: 404 Client Error: Not Found for url: https://www.dtcc.edu/student-resources/learning-support/disability-services/sitemap.xml
113,Delaware State University,https://www.desu.edu/sitemap.xml,An error occurred while accessing sitemap of http://www.desu.edu/academics/student-accessibility-services is not a valid website/sitemap.xml: 404 Client Error: Not Found for url: https://www.desu.edu/academics/student-accessibility-services%20is%20not%20a%20valid%20website/sitemap.xml
114,University of Delaware,An error occurred while accessing sitemap of https://www.udel.edu/sitemap.xml: 404 Client Error: Not Found for url: https://www1.udel.edu/sitemap.xml,"An error occurred while validating https://sites.udel.edu/dss: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
115,University of the District of Columbia,https://www.udc.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.udc.edu/arc/sitemap.xml: 404 Client Error: Not Found for url: https://www.udc.edu/arc/sitemap.xml
116,Eastern Florida State College,https://www.easternflorida.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.easternflorida.edu/academics/academic-support/sail/sitemap.xml: 404 Client Error: Not Found for url: https://www.easternflorida.edu/academics/academic-support/sail/sitemap.xml
117,Broward College,https://www.broward.edu/sitemap.xml,https://www.broward.edu/studentresources/disability/Pages/default.aspx/sitemap.xml
118,College of Central Florida,https://www.cf.edu/sitemap.xml,https://www.cf.edu/student-life/student-services/disability-services/sitemap.xml
119,University of Central Florida,https://www.ucf.edu/sitemap.xml,https://sas.sdes.ucf.edu/sitemap.xml
120,Chipola College,An error occurred while accessing sitemap of https://www.chipola.edu/sitemap.xml: 404 Client Error: Not Found for url: https://www.chipola.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.chipola.edu/studentservices/student-disability-resource-office/sitemap.xml: 404 Client Error: Not Found for url: https://www.chipola.edu/studentservices/student-disability-resource-office/sitemap.xml
121,Daytona State College,https://www.daytonastate.edu/sitemap.xml,https://www.daytonastate.edu/cas/sitemap.xml
122,Florida SouthWestern State College,An error occurred while accessing sitemap of https://www.fsw.edu/sitemap.xml: 404 Client Error: Not Found for url: https://www.fsw.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.fsw.edu/adaptiveservices/sitemap.xml: 404 Client Error: Not Found for url: https://www.fsw.edu/adaptiveservices/sitemap.xml
123,Florida Agricultural and Mechanical University,An error occurred while accessing sitemap of https://www.famu.edu/sitemap.xml: 404 Client Error: Not Found for url: https://www.famu.edu/sitemap.xml,An error occurred while accessing sitemap of http://www.famu.edu/index.cfm?cedar&OURSERVICES is not a valid website/sitemap.xml: 404 Client Error: Not Found for url: https://www.famu.edu/index.cfm?cedar&OURSERVICES%20is%20not%20a%20valid%20website/sitemap.xml
124,Florida Atlantic University,https://www.fau.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.fau.edu/sas/sitemap.xml: 404 Client Error: Not Found for url: https://www.fau.edu/sas/sitemap.xml
125,Florida State College at Jacksonville,An error occurred while accessing sitemap of https://www.fscj.edu/sitemap.xml: 404 Client Error: Not Found for url: https://www.fscj.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.fscj.edu/student-services/student-resources/services-for-students-with-disabilities/sitemap.xml: 404 Client Error: Not Found for url: https://www.fscj.edu/saem/student-resources/student-support-services/sitemap.xml
126,Florida International University,An error occurred while accessing sitemap of https://www.fiu.edu/sitemap.xml: 404 Client Error: Not Found for url: https://www.fiu.edu/sitemap.xml,https://studentaffairs.fiu.edu/get-support/disability-resource-center/sitemap.xml
127,The College of the Florida Keys,https://www.cfk.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.cfk.edu/academics/learning-support/office-of-students-with-disabilities/sitemap.xml: 404 Client Error: Not Found for url: https://www.cfk.edu/academics/learning-support/office-of-students-with-disabilities/sitemap.xml
128,Florida State University,https://www.fsu.edu/sitemap.xml,An error occurred while accessing sitemap of https://dsst.fsu.edu/oas/sitemap.xml: 404 Client Error: Not Found for url: https://dsst.fsu.edu/oas/sitemap.xml
129,University of Florida,https://www.ufl.edu/sitemap.xml,https://disability.ufl.edu/sitemap.xml
130,Gulf Coast State College,https://gulfcoast.edu/sitemap.xml,https://www.gulfcoast.edu/current-students/student-accessibility-resources/index.html/sitemap.xml
131,Hillsborough Community College,https://www.hccfl.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.hccfl.edu/support-services/services-students-disabilities/sitemap.xml: 404 Client Error: Not Found for url: https://www.hccfl.edu/support-services/services-students-disabilities/sitemap.xml
132,Indian River State College,https://www.irsc.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.irsc.edu/student-resources/student-accessibility-services.html/sitemap.xml: 404 Client Error: Not Found for url: https://www.irsc.edu/student-resources/student-accessibility-services.html/sitemap.xml
133,Florida Gateway College,https://www.fgc.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.fgc.edu/students/office-of-accessibility-services/sitemap.xml: 404 Client Error: Not Found for url: https://www.fgc.edu/students/office-of-accessibility-services/sitemap.xml
134,Lake-Sumter State College,"An error occurred while validating https://www.lssc.edu: HTTPSConnectionPool(host='www.lssc.edu', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1032)')))","An error occurred while validating https://www.lssc.edu/current-students/students-with-disabilities: HTTPSConnectionPool(host='www.lssc.edu', port=443): Max retries exceeded with url: /current-students/students-with-disabilities (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1032)')))"
135,State College of Florida-Manatee-Sarasota,https://www.scf.edu/sitemap.xml,https://www.scf.edu/studentservices/disabilityresourcecenter/default.asp/sitemap.xml
136,Miami Dade College,https://www.mdc.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.mdc.edu/access/sitemap.xml: 404 Client Error: Not Found for url: https://www.mdc.edu/access/sitemap.xml
137,North Florida College,https://www.nfc.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.nfc.edu/current-students/student-services/disability-resource-center/index is not a valid website./sitemap.xml: 404 Client Error: Not Found for url: https://www.nfc.edu:443/student-life/disability-resource-center/index%20is%20not%20a%20valid%20website./sitemap.xml
138,University of North Florida,,An error occurred while accessing sitemap of https://www.unf.edu/sac/sitemap.xml: 404 Client Error: Not Found for url: https://www.unf.edu/sac/sitemap.xml
139,Northwest Florida State College,https://www.nwfsc.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.nwfsc.edu/students/accommodations/sitemap.xml: 404 Client Error: Not Found for url: https://www.nwfsc.edu/students/accommodations/sitemap.xml
140,Palm Beach State College,https://www.palmbeachstate.edu/sitemap.xml,https://www.palmbeachstate.edu/CSA/sitemap.xml
141,Pasco-Hernando State College,https://www.phsc.edu/sitemap.xml,https://accessibility-services.phsc.edu/sitemap.xml
142,Pensacola State College,https://www.pensacolastate.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.pensacolastate.edu/student-services/student-resource-center-for-ada-services/sitemap.xml: 404 Client Error: Not Found for url: https://www.pensacolastate.edu/student-services/student-resource-center-for-ada-services/sitemap.xml
143,Polk State College,https://www.polk.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.polk.edu/disability-services/sitemap.xml: 404 Client Error: Not Found for url: https://www.polk.edu/disability-services/sitemap.xml
